OBJECTID,Route,Direction,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,Name,Type,Shape__Length
455,0089PM,P,,,228.93,238.635,65,89,M,15618.76442
456,0089PM,P,,,228.102,228.28,45,89,M,286.4650714
457,0145PM,P,,,6.38,6.878272,35,145,M,801.8923747
458,0115PM,P,,,2.59,3.943,45,115,M,2177.446936
459,0137PM,P,,,7.165,7.786,30,137,M,997.8308586
460,0089PM,P,,,226.906,227.463,45,89,M,896.4089194
461,0118PM,P,,,10.182,14.486,60,118,M,6926.629749
462,0122PM,P,,,0.485,8.805966,55,122,M,13391.32252
463,0089PM,P,,,226.051,226.906,50,89,M,1375.996216
464,0089PM,P,,,190.748,226.051,60,89,M,56813.35158
465,0191PM,P,,,362.688,365.666,55,191,M,4792.635556
466,0089PM,P,,,179.863,181.734,65,89,M,3011.088253
467,0089PM,P,,,164.353,165.474,40,89,M,1804.07839
468,0089PM,P,,,159.23,164.353,65,89,M,8244.686491
469,0089PM,P,,,157.912,159.23,40,89,M,2121.118721
470,0191PM,P,,,353.597,353.898,45,191,M,484.413416
471,0191PM,P,,,26.296,37.704,65,191,M,18359.43421
472,0089PM,P,,,131.6,132.528,35,89,M,1493.475056
473,0089PM,P,,,131.346,131.6,30,89,M,408.7734055
474,0319PM,P,,,0,0.844,35,319,M,1358.288915
475,0089PM,P,,,124.845,130.688,65,89,M,9403.415717
476,0089PM,P,,,124.355,124.845,55,89,M,788.5809608
477,0089PM,P,,,117.04,117.526,55,89,M,782.1433207
478,0125PM,P,,,21.006,21.851504,40,125,M,1360.709844
479,0089PM,P,,,114.604,115.849,60,89,M,2003.637336
480,0089PM,P,,,90.383,95.343,60,89,M,7982.361438
481,0089PM,P,,,85.712,86.14,35,89,M,688.8001835
482,0089PM,P,,,491.443,497.469,50,89,M,9697.958301
483,0089PM,P,,,85.204,85.712,45,89,M,817.5488946
484,0089PM,P,,,82.578,83.988,45,89,M,2269.179602
485,0089PM,P,,,81.668,82.578,55,89,M,1464.506473
486,0130PM,P,,,6.478,10.422,55,130,M,6347.265835
487,0089PM,P,,,66.81,71.715,60,89,M,7893.848234
488,0089PM,P,,,63.229,64.164,35,89,M,1504.739698
489,0089PM,P,,,7.589,63.098,65,89,M,89333.25562
490,0089PM,P,,,0,5.519,65,89,M,8881.987819
491,0089NM,N,,,1.546,3.285,55,89,M,2798.206672
492,0087PM,P,,,30.4,37.473,55,87,M,11382.91346
493,0087PM,P,,,21.702,23.013,45,87,M,2109.854341
494,0087PM,P,,,21.413,21.702,35,87,M,465.1012731
495,0115PM,P,,,6.032,7.629,40,115,M,2570.127336
496,0087PM,P,,,9.439,21.013,55,87,M,18626.5841
497,0089PM,P,,,130.688,131.346,35,89,M,1058.950363
498,0087PM,P,,,1.495,9.439,60,87,M,12784.65526
499,0086PM,P,,,1.792,2.134643,35,86,M,551.431499
500,0086PM,P,,,0,1.792,55,86,M,2883.950495
501,0132PM,P,,,46.915,48.111,35,132,M,1924.778347
502,0085PM,P,,,12.095,20.443446,65,85,M,13436.29738
503,0085NM,N,,,9.884,17.466725,65,85,M,12203.23776
504,0085NM,N,,,0,9.884,55,85,M,15906.78776
505,0084PM,P,,,92.929,107.194,75,84,M,22957.3375
506,0084PM,P,,,81.39,88.603,70,84,M,11608.22137
507,0084PM,P,,,0,81.39,80,84,M,130984.7704
508,0101PM,P,,,0.762,1.766,45,101,M,1615.785081
509,0084NM,N,,,114.763,119.75852,70,84,M,8039.526574
510,0089PM,P,,,117.526,124.355,65,89,M,10990.23137
511,0084NM,N,,,91.95,96.039,65,84,M,6580.620973
512,0082PM,P,,,2.837,3.208218,45,82,M,597.4182552
513,0089PM,P,,,328.466,329.409,30,89,M,1517.619443
514,0264PM,P,,,8.303,15.370437,30,264,M,11373.96002
515,0190PM,P,,,1.973,7.062,40,190,M,8189.967993
516,0089PM,P,,,65.241,65.451,45,89,M,337.9628324
517,0082PM,P,,,1.751,2.229,30,82,M,769.2690086
518,0082PM,P,,,0,1.751,40,82,M,2817.966706
519,0081PM,P,,,0,1.745,45,81,M,2808.311102
520,0094PM,P,,,0,0.957701,40,94,M,1541.273797
521,0080PM,P,,,170.571,197.06307,80,80,M,42634.93942
522,0080PM,P,,,112.514,125.883,70,80,M,21515.36348
523,0080PM,P,,,99.557,112.514,75,80,M,20852.31179
524,0080PM,P,,,0,99.557,80,80,M,160221.7807
525,0117PM,P,,,4.721,5.099,50,117,M,608.3325434
526,0089PM,P,,,279.92,283.832,65,89,M,6295.786926
527,0080NM,N,,,179.904,196.87269,80,80,M,27308.51335
528,0116PM,P,,,0,0.524,40,116,M,843.2977865
529,0191PM,P,,,252.924,259.373,50,191,M,10378.68095
530,0080NM,N,,,161.973,179.904,70,80,M,28857.20529
531,0080NM,N,,,127.805,161.973,65,80,M,54988.17516
532,0121PM,P,,,10.265,10.557,40,121,M,469.9297477
533,0126PM,P,,,20.634,21.704989,50,126,M,1723.59346
534,0273PM,P,,,0,1.186,45,273,M,1908.685373
535,0080NM,N,,,114.808,127.805,70,80,M,20916.68629
536,0089PM,P,,,95.343,103.639,65,89,M,13351.14521
537,0089PM,P,,,255.428,256.898,35,89,M,2365.748022
538,0191PM,P,,,365.666,372.997,40,191,M,11798.12495
539,0084NM,N,,,0,81.161,80,84,M,130616.2297
540,0080NM,N,,,0,100.851,80,80,M,162304.2763
541,0191PM,P,,,393.582,394.85,30,191,M,2040.652292
542,0079PM,P,,,5.481,5.784472,45,79,M,488.9576546
543,0145PM,P,,,0,5.64,50,145,M,9076.718279
544,0079PM,P,,,3.453,3.798,30,79,M,553.6620405
545,0265PM,P,,,0,4.338761,45,265,M,6982.573705
546,0088PM,P,,,0,16.959322,60,88,M,27293.43721
547,0079PM,P,,,0,0.947,50,79,M,1524.051058
548,0173PM,P,,,1.53,3.192,45,173,M,2674.735532
549,0078PM,P,,,9.086,9.408649,35,78,M,519.2545856
550,0078PM,P,,,0.623,9.086,60,78,M,13619.90552
551,0077PM,P,,,7.48,8.895,45,77,M,2277.226947
552,0095PM,P,,,51.374,113.566,65,95,M,100088.522
553,0101PM,P,,,20.206,21.21,45,101,M,1615.785315
554,0077PM,P,,,2.169,4.043,45,77,M,3015.916718
555,0077PM,P,,,0.708,2.169,50,77,M,2351.256207
556,0089PM,P,,,227.463,228.102,35,89,M,1028.375864
557,0075PM,P,,,0,0.406,40,75,M,653.3950566
558,0074PM,P,,,4.582,5.07501,40,74,M,793.4227773
559,0158PM,P,,,2.2,3.478,55,158,M,2056.745107
560,0143PM,P,,,14.647,17.314,35,143,M,4292.12825
561,0074PM,P,,,0.556,1.909,35,74,M,2177.4471
562,0074PM,P,,,0,0.556,30,74,M,894.7966029
563,0073PM,P,,,35.887,36.182115,40,73,M,475.9285365
564,0073PM,P,,,31.258,35.067,55,73,M,6130.003341
565,0073PM,P,,,20.304,21.293,55,73,M,1591.645195
566,0073PM,P,,,5.11,20.304,65,73,M,24452.42132
567,0073PM,P,,,4.266,5.11,55,73,M,1358.289242
568,0293PM,P,,,0,1.16701,,293,M,1878.123599
569,0073PM,P,,,0,4.266,65,73,M,6865.475181
570,0124PM,P,,,7.338,7.965869,35,124,M,1010.459288
571,0072PM,P,,,31.813,35.473675,55,72,M,5891.297082
572,0072PM,P,,,9.039,11.634,40,72,M,4176.255682
573,0258PM,P,,,0,0.933,40,258,M,1501.520149
574,0072PM,P,,,8.324,9.039,55,72,M,1150.683337
575,0191PM,P,,,294.187,294.728,40,191,M,870.6575438
576,0072PM,P,,,8.014,8.324,40,72,M,498.8982806
577,0116PM,P,,,0.524,6.377,55,116,M,9419.508838
578,0089PM,P,,,184.209,190.748,50,89,M,10523.52193
579,0232PM,P,,,0,1.316,40,232,M,2117.900859
580,0072PM,P,,,6.809,6.887,40,72,M,125.5290134
581,0078PM,P,,,0,0.623,45,78,M,1002.623313
582,0072PM,P,,,4.95,6.809,45,72,M,2991.777287
583,0072PM,P,,,0.437,4.291,50,72,M,6202.424082
584,0089PM,P,,,115.849,117.04,40,89,M,1916.73249
585,0072PM,P,,,0,0.437,40,72,M,703.2846557
586,0071PM,P,,,12.775,19.002,45,71,M,10021.40558
587,0171PM,P,,,0,1.569,40,171,M,2525.065582
588,0071PM,P,,,2.979,3.938,50,71,M,1543.364759
589,0070PM,P,,,231.771,374.090622,75,70,M,133.8022354
590,0286PM,P,,,0,1.321892,,286,M,2127.383882
591,0070PM,P,,,68.41,70.725,65,70,M,3725.639224
592,0070PM,P,,,63.928,68.41,70,70,M,7213.094417
593,0143PM,P,,,18.068,19.39,35,143,M,2127.55697
594,0070PM,P,,,7.968,21.469,75,70,M,21727.79708
595,0070PM,P,,,5.566,7.968,65,70,M,3865.651896
596,0070PM,P,,,0,5.566,80,70,M,8957.626616
597,0070NM,N,,,148.574,231.919085,80,70,M,134131.1814
598,0070NM,N,,,146.852,148.574,60,70,M,2771.296355
599,0070NM,N,,,90.324,146.852,80,70,M,90973.17949
600,0070NM,N,,,73.266,90.324,70,70,M,27452.24474
601,0070NM,N,,,16.472,22.808,75,70,M,10196.82399
602,0118PM,P,,,9.103,9.229,25,118,M,202.7779044
603,0089PM,P,,,249.766,250.635,40,89,M,1398.527533
604,0070NM,N,,,7.573,16.472,65,70,M,14321.57975
605,0070NM,N,,,0,7.573,80,70,M,12187.58745
606,0068PM,P,,,62.743,68.408,50,68,M,9116.952724
607,0068PM,P,,,58.888,60.978,40,68,M,3363.535949
608,0068PM,P,,,58.294,58.888,45,68,M,955.9515853
609,0165PM,P,,,5.314,6.296,55,165,M,1580.379095
