OBJECTID,LAYER_ID,LAYER_SEGMENT_ID,SHORT_NAME,LAYER_CODE,HPMS_DATA_ITEM,ROUTE_DIR_ID,ROUTE_NAME,START_ACCUM,END_ACCUM,URBAN_CODE,URBAN_DESC,ERR_CD
195761515,14,6818662,Urban Code,URBAN-CODE,Urban_Code,1895,2654,1.246,3.092,99999,Rurall,0
195761516,14,6818663,Urban Code,URBAN-CODE,Urban_Code,5958,2655,0,0.754,99998,Small Urban,0
195761792,14,6820203,Urban Code,URBAN-CODE,Urban_Code,2011,3328,0,1.889,64945,Ogden - Layton,0
195761793,14,6820204,Urban Code,URBAN-CODE,Urban_Code,6178,3330,0,0.619,64945,Ogden - Layton,0
195761794,14,6820205,Urban Code,URBAN-CODE,Urban_Code,5615,3332,0,0.8,64945,Ogden - Layton,0
195761795,14,6820206,Urban Code,URBAN-CODE,Urban_Code,6179,3334,0,0.18,64945,Ogden - Layton,0
195761796,14,6820207,Urban Code,URBAN-CODE,Urban_Code,6180,3336,0,0.56,64945,Ogden - Layton,0
195761930,14,6820235,Urban Code,URBAN-CODE,Urban_Code,6195,3384,0,2.2,64945,Ogden - Layton,0
195761931,14,6820237,Urban Code,URBAN-CODE,Urban_Code,6197,3388,0,1.06,64945,Ogden - Layton,0
195761932,14,6820238,Urban Code,URBAN-CODE,Urban_Code,6199,3392,0,0.61,64945,Ogden - Layton,0
195761933,14,6820239,Urban Code,URBAN-CODE,Urban_Code,6200,3394,0,1.15,64945,Ogden - Layton,0
195761934,14,6820240,Urban Code,URBAN-CODE,Urban_Code,6201,3396,0,0.27,64945,Ogden - Layton,0
195761935,14,6820241,Urban Code,URBAN-CODE,Urban_Code,6202,3398,0,0.85,64945,Ogden - Layton,0
195761984,14,6926637,Urban Code,URBAN-CODE,Urban_Code,2344,2412,0,5.281,99999,Rurall,0
195761985,14,6926680,Urban Code,URBAN-CODE,Urban_Code,2346,2420,0,9.803,99999,Rurall,0
195761986,14,6926724,Urban Code,URBAN-CODE,Urban_Code,2349,2428,0,57.783,99999,Rurall,0
195761987,14,6926177,Urban Code,URBAN-CODE,Urban_Code,2490,1938,0,10.918,99999,Rurall,0
195761749,14,6818693,Urban Code,URBAN-CODE,Urban_Code,1901,2686,0,1.995,99998,Small Urban,0
195761750,14,6818694,Urban Code,URBAN-CODE,Urban_Code,5983,2687,0.391,1.091,99998,Small Urban,0
195761751,14,6820195,Urban Code,URBAN-CODE,Urban_Code,6173,3314,0,0.91,64945,Ogden - Layton,0
195761752,14,6820196,Urban Code,URBAN-CODE,Urban_Code,2008,3315,0,0.833,64945,Ogden - Layton,0
195761753,14,6820197,Urban Code,URBAN-CODE,Urban_Code,2009,3316,0,1.703,64945,Ogden - Layton,0
195761754,14,6820198,Urban Code,URBAN-CODE,Urban_Code,2010,3318,0,1.165,64945,Ogden - Layton,0
195761755,14,6820199,Urban Code,URBAN-CODE,Urban_Code,6174,3320,0,2.8,64945,Ogden - Layton,0
195761936,14,6820242,Urban Code,URBAN-CODE,Urban_Code,2025,3400,0,2.15,64945,Ogden - Layton,0
195761937,14,6820243,Urban Code,URBAN-CODE,Urban_Code,6203,3402,0,0.55,64945,Ogden - Layton,0
195761938,14,6819057,Urban Code,URBAN-CODE,Urban_Code,1433,0164,0,2.744,72559,Provo-Orem,0
195761939,14,6819058,Urban Code,URBAN-CODE,Urban_Code,345,0165,3.462,10.722,50959,Logan,0
195761718,14,6818683,Urban Code,URBAN-CODE,Urban_Code,1896,2676,0,2.304,99998,Small Urban,0
195761719,14,6818684,Urban Code,URBAN-CODE,Urban_Code,5950,2677,0,0.36,99998,Small Urban,0
195761720,14,6818685,Urban Code,URBAN-CODE,Urban_Code,1897,2678,0,0.82,99998,Small Urban,0
195761897,14,6819460,Urban Code,URBAN-CODE,Urban_Code,6645,1691,0,2.15,99998,Small Urban,0
195761898,14,6820114,Urban Code,URBAN-CODE,Urban_Code,2286,3134,0,1.16,99998,Small Urban,0
195761899,14,6820115,Urban Code,URBAN-CODE,Urban_Code,2498,3140,0,16.497,99999,Rurall,0
195761900,14,6820116,Urban Code,URBAN-CODE,Urban_Code,2551,3142,0,3.723,77446,St. George,0
195761902,14,6820119,Urban Code,URBAN-CODE,Urban_Code,1984,3146,0,1.929,77446,St. George,0
195761616,14,6818668,Urban Code,URBAN-CODE,Urban_Code,6690,2661,0,2.416,99999,Rurall,0
195761617,14,6818670,Urban Code,URBAN-CODE,Urban_Code,5961,2663,0,0.504,99998,Small Urban,0
195761619,14,6818672,Urban Code,URBAN-CODE,Urban_Code,6003,2665,0,2.863,99998,Small Urban,0
195761620,14,6818674,Urban Code,URBAN-CODE,Urban_Code,5981,2667,0,1.669,99998,Small Urban,0
195761797,14,6820208,Urban Code,URBAN-CODE,Urban_Code,6181,3338,0,0.82,64945,Ogden - Layton,0
195761721,14,6818686,Urban Code,URBAN-CODE,Urban_Code,5985,2679,0,1.123,99998,Small Urban,0
195761722,14,6818687,Urban Code,URBAN-CODE,Urban_Code,1898,2680,0,1.051,99998,Small Urban,0
195761723,14,6818688,Urban Code,URBAN-CODE,Urban_Code,2536,2681,0,1.411,99998,Small Urban,0
195761724,14,6820191,Urban Code,URBAN-CODE,Urban_Code,2005,3308,0,3.5,64945,Ogden - Layton,0
195761725,14,6820188,Urban Code,URBAN-CODE,Urban_Code,2004,3306,5.449,7.012,64945,Ogden - Layton,0
195761856,14,6820077,Urban Code,URBAN-CODE,Urban_Code,6286,3082,0,0.39,72559,Provo-Orem,0
195761857,14,6820078,Urban Code,URBAN-CODE,Urban_Code,1979,3084,0,2.88,72559,Provo-Orem,0
195761858,14,6820079,Urban Code,URBAN-CODE,Urban_Code,6287,3086,0,0.76,72559,Provo-Orem,0
195761859,14,6820080,Urban Code,URBAN-CODE,Urban_Code,6288,3088,0,0.38,72559,Provo-Orem,0
195761860,14,6820081,Urban Code,URBAN-CODE,Urban_Code,6289,3090,0,0.51,72559,Provo-Orem,0
195761798,14,6820210,Urban Code,URBAN-CODE,Urban_Code,6183,3342,0,1.8,64945,Ogden - Layton,0
195761799,14,6818735,Urban Code,URBAN-CODE,Urban_Code,1329,0013,0,6.54,64945,Ogden - Layton,0
195761800,14,6818736,Urban Code,URBAN-CODE,Urban_Code,1329,0013,17.904,23.249,99998,Small Urban,0
195761801,14,6818737,Urban Code,URBAN-CODE,Urban_Code,1329,0013,6.54,17.904,99999,Rurall,0
195761940,14,6819059,Urban Code,URBAN-CODE,Urban_Code,345,0165,0,3.462,99999,Rurall,0
195761863,14,6820087,Urban Code,URBAN-CODE,Urban_Code,1981,3106,0,3.637,99999,Rurall,0
195761864,14,6819442,Urban Code,URBAN-CODE,Urban_Code,2428,1642,0,3.31,99999,Rurall,0
195761865,14,6819443,Urban Code,URBAN-CODE,Urban_Code,2429,1644,0,1.28,99999,Rurall,0
195761866,14,6819445,Urban Code,URBAN-CODE,Urban_Code,2431,1648,0,20.43,99999,Rurall,0
195761867,14,6819447,Urban Code,URBAN-CODE,Urban_Code,1704,1660,0,34.825,99999,Rurall,0
195761868,14,6819448,Urban Code,URBAN-CODE,Urban_Code,6017,1662,0,5.7,99999,Rurall,0
195761870,14,6819451,Urban Code,URBAN-CODE,Urban_Code,1705,1668,0,66.183,99999,Rurall,0
195761871,14,6819452,Urban Code,URBAN-CODE,Urban_Code,1706,1670,0,32.738,99999,Rurall,0
195761988,14,6921069,Urban Code,URBAN-CODE,Urban_Code,2258,3210,0,9.116,99999,Rurall,0
195761989,14,6921070,Urban Code,URBAN-CODE,Urban_Code,2261,3216,0,18.261,99999,Rurall,0
195761517,14,6818664,Urban Code,URBAN-CODE,Urban_Code,2392,2656,0,3.3,99999,Rurall,0
195761519,14,6818666,Urban Code,URBAN-CODE,Urban_Code,6689,2659,0,6.794,99999,Rurall,0
195761941,14,6819060,Urban Code,URBAN-CODE,Urban_Code,1434,0167,0,11.092,99999,Rurall,0
195761942,14,6819061,Urban Code,URBAN-CODE,Urban_Code,1435,0168,0,1.16,64945,Ogden - Layton,0
195761943,14,7172271,Urban Code,URBAN-CODE,Urban_Code,7080,2101,0,0.487,0,Unknown,0
195761944,14,7172316,Urban Code,URBAN-CODE,Urban_Code,7079,2047,0,1.012,0,Unknown,0
195761945,14,7172361,Urban Code,URBAN-CODE,Urban_Code,7081,2111,0,0.49,0,Unknown,0
195761990,14,6921071,Urban Code,URBAN-CODE,Urban_Code,2263,3220,0,5.811,99999,Rurall,0
195761991,14,6921072,Urban Code,URBAN-CODE,Urban_Code,2264,3222,0,9.431,99999,Rurall,0
195761992,14,6921074,Urban Code,URBAN-CODE,Urban_Code,6879,3229,2.136,2.236,99998,Small Urban,0
195761993,14,6921076,Urban Code,URBAN-CODE,Urban_Code,6056,3250,0,39.52,99999,Rurall,0
195761994,14,6921077,Urban Code,URBAN-CODE,Urban_Code,6016,3252,0,30.113,99999,Rurall,0
195761995,14,6927271,Urban Code,URBAN-CODE,Urban_Code,6041,2510,0,1.871,99999,Rurall,0
195761996,14,6927309,Urban Code,URBAN-CODE,Urban_Code,6653,2513,3.023,5.882,99999,Rurall,0
195761997,14,6927330,Urban Code,URBAN-CODE,Urban_Code,7004,2514,0,13.182,99999,Rurall,0
195761756,14,6820200,Urban Code,URBAN-CODE,Urban_Code,6175,3322,0,0.72,64945,Ogden - Layton,0
195761757,14,6820201,Urban Code,URBAN-CODE,Urban_Code,6176,3324,0,0.97,64945,Ogden - Layton,0
195761758,14,6818722,Urban Code,URBAN-CODE,Urban_Code,1332,0006,173.424,178.701,72559,Provo-Orem,0
195761759,14,6818723,Urban Code,URBAN-CODE,Urban_Code,1332,0006,155.791,160.568,99998,Small Urban,0
195761760,14,6818724,Urban Code,URBAN-CODE,Urban_Code,1332,0006,0,155.791,99999,Rurall,0
195761762,14,6818726,Urban Code,URBAN-CODE,Urban_Code,1332,0006,178.701,231.249,99999,Rurall,0
195761763,14,6818727,Urban Code,URBAN-CODE,Urban_Code,1332,0006,243.348,300.359,99999,Rurall,0
195761764,14,6818729,Urban Code,URBAN-CODE,Urban_Code,303,0008,0,1.303,77446,St. George,0
195761904,14,6820227,Urban Code,URBAN-CODE,Urban_Code,6190,3372,0,1.11,64945,Ogden - Layton,0
195761905,14,6820228,Urban Code,URBAN-CODE,Urban_Code,6191,3374,0,4.895,64945,Ogden - Layton,0
195761909,14,6820232,Urban Code,URBAN-CODE,Urban_Code,2022,3380,0,1.147,64945,Ogden - Layton,0
195761726,14,6820189,Urban Code,URBAN-CODE,Urban_Code,2004,3306,0,5.449,99999,Rurall,0
195761727,14,6820190,Urban Code,URBAN-CODE,Urban_Code,6171,3307,0,3.593,64945,Ogden - Layton,0
195761728,14,6820192,Urban Code,URBAN-CODE,Urban_Code,2006,3310,0,1.997,64945,Ogden - Layton,0
195761910,14,6820233,Urban Code,URBAN-CODE,Urban_Code,2023,3381,0,1.417,64945,Ogden - Layton,0
195761911,14,6820234,Urban Code,URBAN-CODE,Urban_Code,2024,3382,0,0.964,64945,Ogden - Layton,0
195761912,14,6819050,Urban Code,URBAN-CODE,Urban_Code,1428,0157,2.449,5.189,99999,Rurall,0
195761913,14,6819051,Urban Code,URBAN-CODE,Urban_Code,1429,0158,0,11.691,99999,Rurall,0
195761729,14,6820193,Urban Code,URBAN-CODE,Urban_Code,2007,3311,0,0.991,64945,Ogden - Layton,0
195761731,14,6818710,Urban Code,URBAN-CODE,Urban_Code,5951,2699,0,0.291,99998,Small Urban,0
195761732,14,6818711,Urban Code,URBAN-CODE,Urban_Code,1907,2700,0.833,3.304,99998,Small Urban,0
195761733,14,6818712,Urban Code,URBAN-CODE,Urban_Code,1907,2700,0,0.833,99998,Small Urban,0
195761734,14,6818714,Urban Code,URBAN-CODE,Urban_Code,2403,2702,0,2.75,99998,Small Urban,0
195761873,14,6819455,Urban Code,URBAN-CODE,Urban_Code,6022,1678,0,4.09,99999,Rurall,0
195761874,14,6819456,Urban Code,URBAN-CODE,Urban_Code,6023,1680,0,1.1,99999,Rurall,0
195761875,14,6819459,Urban Code,URBAN-CODE,Urban_Code,2362,1690,0,0.67,99998,Small Urban,0
195761520,14,6820170,Urban Code,URBAN-CODE,Urban_Code,2265,3224,0,12.109,99999,Rurall,0
195761521,14,6820171,Urban Code,URBAN-CODE,Urban_Code,5621,3226,0,9.299,99999,Rurall,0
195761522,14,6820174,Urban Code,URBAN-CODE,Urban_Code,5946,3253,0,3.356,99999,Rurall,0
195761876,14,6820219,Urban Code,URBAN-CODE,Urban_Code,2017,3358,0,4.622,64945,Ogden - Layton,0
195761878,14,6820221,Urban Code,URBAN-CODE,Urban_Code,2018,3360,0,3.195,64945,Ogden - Layton,0
195761879,14,6820222,Urban Code,URBAN-CODE,Urban_Code,2019,3361,0,3.379,64945,Ogden - Layton,0
195761524,14,6820176,Urban Code,URBAN-CODE,Urban_Code,5947,3255,0,3.279,99999,Rurall,0
195761765,14,6818730,Urban Code,URBAN-CODE,Urban_Code,1326,0009,0,13.281,99998,Small Urban,0
195761767,14,6818732,Urban Code,URBAN-CODE,Urban_Code,1327,0010,67.121,68.816,99998,Small Urban,0
195761768,14,6818733,Urban Code,URBAN-CODE,Urban_Code,1327,0010,0,67.121,99999,Rurall,0
195761769,14,6818734,Urban Code,URBAN-CODE,Urban_Code,1328,0012,0,122.863,99999,Rurall,0
195761770,14,6820036,Urban Code,URBAN-CODE,Urban_Code,1962,3006,0,2.031,72559,Provo-Orem,0
195761771,14,6820037,Urban Code,URBAN-CODE,Urban_Code,6268,3008,0,2.102,72559,Provo-Orem,0
195761914,14,6819052,Urban Code,URBAN-CODE,Urban_Code,343,0159,0,8.018,99999,Rurall,0
195761915,14,6819053,Urban Code,URBAN-CODE,Urban_Code,1430,0160,0,3.808,99999,Rurall,0
195761916,14,6819054,Urban Code,URBAN-CODE,Urban_Code,1431,0161,0,3.084,99999,Rurall,0
195761917,14,6819055,Urban Code,URBAN-CODE,Urban_Code,344,0162,0,31.852,99999,Rurall,0
195761918,14,6819056,Urban Code,URBAN-CODE,Urban_Code,1432,0163,0,41.405,99999,Rurall,0
195761919,14,6820096,Urban Code,URBAN-CODE,Urban_Code,2279,3114,1.165,2.634,99999,Rurall,0
195761920,14,6820098,Urban Code,URBAN-CODE,Urban_Code,1982,3116,0,3.672,99998,Small Urban,0
195761735,14,6818715,Urban Code,URBAN-CODE,Urban_Code,2404,2704,0,1,99998,Small Urban,0
195761736,14,6818716,Urban Code,URBAN-CODE,Urban_Code,2405,2706,0,0.65,99998,Small Urban,0
195761737,14,6818720,Urban Code,URBAN-CODE,Urban_Code,1681,1482,0,0.475,64945,Ogden - Layton,0
195761921,14,6820099,Urban Code,URBAN-CODE,Urban_Code,6013,3117,0,0.924,99998,Small Urban,0
195761922,14,6820101,Urban Code,URBAN-CODE,Urban_Code,6320,3119,0,0.505,99998,Small Urban,0
195761923,14,6820102,Urban Code,URBAN-CODE,Urban_Code,2281,3122,0,2.29,99998,Small Urban,0
195761708,14,6818707,Urban Code,URBAN-CODE,Urban_Code,1906,2696,0,0.884,99998,Small Urban,0
195761709,14,6818708,Urban Code,URBAN-CODE,Urban_Code,2402,2698,1.882,6.92,99998,Small Urban,0
195761841,14,6819440,Urban Code,URBAN-CODE,Urban_Code,1702,1638,0,6.244,99999,Rurall,0
195761843,14,6820216,Urban Code,URBAN-CODE,Urban_Code,6779,3355,0,1.239,64945,Ogden - Layton,0
195761844,14,6820217,Urban Code,URBAN-CODE,Urban_Code,2016,3356,0,1.584,64945,Ogden - Layton,0
195761845,14,6820218,Urban Code,URBAN-CODE,Urban_Code,6707,3357,0,1,64945,Ogden - Layton,0
195761979,14,7170516,Urban Code,URBAN-CODE,Urban_Code,7023,3451,0,0.854,0,Unknown,0
195761738,14,6818721,Urban Code,URBAN-CODE,Urban_Code,1332,0006,231.249,243.348,99998,Small Urban,0
195761739,14,6820029,Urban Code,URBAN-CODE,Urban_Code,6266,2996,0,0.9,72559,Provo-Orem,0
195761741,14,6820031,Urban Code,URBAN-CODE,Urban_Code,1958,2998,0,0.825,72559,Provo-Orem,0
195761880,14,6820223,Urban Code,URBAN-CODE,Urban_Code,6187,3362,0,3.305,64945,Ogden - Layton,0
195761881,14,6820224,Urban Code,URBAN-CODE,Urban_Code,6188,3364,0,3.49,64945,Ogden - Layton,0
195761882,14,6820225,Urban Code,URBAN-CODE,Urban_Code,6189,3366,0,3.498,64945,Ogden - Layton,0
195761525,14,6820178,Urban Code,URBAN-CODE,Urban_Code,6059,3258,0,4.68,99999,Rurall,0
195761526,14,6820274,Urban Code,URBAN-CODE,Urban_Code,2043,3462,0,2.978,64945,Ogden - Layton,0
195761527,14,6820275,Urban Code,URBAN-CODE,Urban_Code,2043,3462,2.978,9.044,99999,Rurall,0
195761528,14,6820276,Urban Code,URBAN-CODE,Urban_Code,2044,3464,0,1.396,99999,Rurall,0
195761980,14,7170651,Urban Code,URBAN-CODE,Urban_Code,7029,1459,0,3.667,0,Unknown,0
195761981,14,7170561,Urban Code,URBAN-CODE,Urban_Code,7027,3437,0,1.366,0,Unknown,0
195761982,14,7170606,Urban Code,URBAN-CODE,Urban_Code,7028,3347,0,1.315,0,Unknown,0
195761983,14,6925404,Urban Code,URBAN-CODE,Urban_Code,2363,1692,0,7.189,99998,Small Urban,0
195761883,14,6819043,Urban Code,URBAN-CODE,Urban_Code,1423,0151,0,4.235,78499,Salt Lake City,0
195761884,14,6819044,Urban Code,URBAN-CODE,Urban_Code,1424,0152,0,3.044,78499,Salt Lake City,0
195761885,14,6819045,Urban Code,URBAN-CODE,Urban_Code,341,0153,0,40.488,99999,Rurall,0
195761886,14,6819046,Urban Code,URBAN-CODE,Urban_Code,1426,0154,0,24.319,78499,Salt Lake City,0
195761887,14,6819047,Urban Code,URBAN-CODE,Urban_Code,1427,0155,0,10.718,99999,Rurall,0
195761888,14,6819048,Urban Code,URBAN-CODE,Urban_Code,342,0156,0,1.382,72559,Provo-Orem,0
195761773,14,6820039,Urban Code,URBAN-CODE,Urban_Code,1963,3012,0,1.941,72559,Provo-Orem,0
195761774,14,6820040,Urban Code,URBAN-CODE,Urban_Code,1964,3014,0,1.615,72559,Provo-Orem,0
195761775,14,6820041,Urban Code,URBAN-CODE,Urban_Code,6305,3016,0,0.21,72559,Provo-Orem,0
195761777,14,6820043,Urban Code,URBAN-CODE,Urban_Code,1965,3020,0,3.793,72559,Provo-Orem,0
195761778,14,6820044,Urban Code,URBAN-CODE,Urban_Code,1966,3022,0,0.815,72559,Provo-Orem,0
195761779,14,6820045,Urban Code,URBAN-CODE,Urban_Code,6306,3024,0,0.996,72559,Provo-Orem,0
195761781,14,6820047,Urban Code,URBAN-CODE,Urban_Code,6315,3027,0,0.163,72559,Provo-Orem,0
195761782,14,6820048,Urban Code,URBAN-CODE,Urban_Code,6272,3029,0,0.18,72559,Provo-Orem,0
195761783,14,6820049,Urban Code,URBAN-CODE,Urban_Code,1967,3030,0,1.69,72559,Provo-Orem,0
195761785,14,6818696,Urban Code,URBAN-CODE,Urban_Code,1902,2688,0,5.121,99998,Small Urban,0
195761924,14,6820103,Urban Code,URBAN-CODE,Urban_Code,6010,3123,0,2.159,99998,Small Urban,0
195761925,14,6820104,Urban Code,URBAN-CODE,Urban_Code,6011,3125,0,0.503,99998,Small Urban,0
195761926,14,6820105,Urban Code,URBAN-CODE,Urban_Code,2283,3126,2.861,3.967,99998,Small Urban,0
195761710,14,6818709,Urban Code,URBAN-CODE,Urban_Code,2402,2698,0,1.882,99999,Rurall,0
195761742,14,6820032,Urban Code,URBAN-CODE,Urban_Code,1959,2999,0,3.969,72559,Provo-Orem,0
195761743,14,6820033,Urban Code,URBAN-CODE,Urban_Code,6267,3000,0,1.074,72559,Provo-Orem,0
195761744,14,6820034,Urban Code,URBAN-CODE,Urban_Code,1960,3002,0,1.053,72559,Provo-Orem,0
195761927,14,6820106,Urban Code,URBAN-CODE,Urban_Code,2283,3126,0,0.016,99998,Small Urban,0
195761928,14,6820120,Urban Code,URBAN-CODE,Urban_Code,1985,3148,0,3.542,77446,St. George,0
195761929,14,6820123,Urban Code,URBAN-CODE,Urban_Code,1987,3154,5.949,10.497,99998,Small Urban,0
195761711,14,6927366,Urban Code,URBAN-CODE,Urban_Code,6045,2530,0,10.688,99999,Rurall,0
195761712,14,6927609,Urban Code,URBAN-CODE,Urban_Code,6053,2564,11.1,20.482,99999,Rurall,0
195761713,14,6927641,Urban Code,URBAN-CODE,Urban_Code,6043,2566,19.75,28.554,99999,Rurall,0
195761714,14,6927673,Urban Code,URBAN-CODE,Urban_Code,6015,2568,23.65,25.837,99999,Rurall,0
195761715,14,6927707,Urban Code,URBAN-CODE,Urban_Code,1888,2586,6.745,6.944,99999,Rurall,0
195761716,14,6927741,Urban Code,URBAN-CODE,Urban_Code,6054,2595,0,6.534,99999,Rurall,0
195761717,14,6927408,Urban Code,URBAN-CODE,Urban_Code,7002,2543,0,1.13,99999,Rurall,0
195761846,14,6819038,Urban Code,URBAN-CODE,Urban_Code,339,0147,10.45,18.175,72559,Provo-Orem,0
195761746,14,6818689,Urban Code,URBAN-CODE,Urban_Code,1899,2682,0,2.591,99998,Small Urban,0
195761748,14,6818692,Urban Code,URBAN-CODE,Urban_Code,5963,2685,0,1.64,99998,Small Urban,0
195761889,14,6819049,Urban Code,URBAN-CODE,Urban_Code,1428,0157,0,2.449,99998,Small Urban,0
195761890,14,6820089,Urban Code,URBAN-CODE,Urban_Code,6679,3109,0,5.882,99999,Rurall,0
195761847,14,6819039,Urban Code,URBAN-CODE,Urban_Code,339,0147,0,10.45,99999,Rurall,0
195761848,14,6819040,Urban Code,URBAN-CODE,Urban_Code,1421,0148,0,2.544,99999,Rurall,0
195761849,14,6819041,Urban Code,URBAN-CODE,Urban_Code,1422,0149,0,4.219,99999,Rurall,0
195761850,14,6819042,Urban Code,URBAN-CODE,Urban_Code,340,0150,0,54.742,99999,Rurall,0
195761851,14,6820072,Urban Code,URBAN-CODE,Urban_Code,1976,3067,0,1.204,72559,Provo-Orem,0
195761852,14,6820073,Urban Code,URBAN-CODE,Urban_Code,6283,3068,0,0.79,72559,Provo-Orem,0
195761853,14,6820074,Urban Code,URBAN-CODE,Urban_Code,6284,3070,0,0.53,72559,Provo-Orem,0
195761854,14,6820075,Urban Code,URBAN-CODE,Urban_Code,6285,3072,0,0.35,72559,Provo-Orem,0
195761855,14,6820076,Urban Code,URBAN-CODE,Urban_Code,1978,3080,0,1.245,72559,Provo-Orem,0
195761892,14,6820091,Urban Code,URBAN-CODE,Urban_Code,6319,3112,0,1.455,99998,Small Urban,0
195761893,14,6820092,Urban Code,URBAN-CODE,Urban_Code,6680,3113,0,2.112,99998,Small Urban,0
195761894,14,6820093,Urban Code,URBAN-CODE,Urban_Code,6680,3113,2.112,4.367,99999,Rurall,0
195761895,14,6820094,Urban Code,URBAN-CODE,Urban_Code,2279,3114,2.634,4.12,99998,Small Urban,0
195761530,14,6820278,Urban Code,URBAN-CODE,Urban_Code,2046,3468,0,5.131,99999,Rurall,0
195761531,14,6820279,Urban Code,URBAN-CODE,Urban_Code,6750,3469,0,6.919,99999,Rurall,0
195761532,14,6820280,Urban Code,URBAN-CODE,Urban_Code,6217,3470,0,1.2,64945,Ogden - Layton,0
195761787,14,6818698,Urban Code,URBAN-CODE,Urban_Code,1903,2690,0,2.36,99998,Small Urban,0
195761788,14,6818699,Urban Code,URBAN-CODE,Urban_Code,2538,2691,0,0.706,99998,Small Urban,0
195761789,14,6818700,Urban Code,URBAN-CODE,Urban_Code,2538,2691,0.706,2.63,99999,Rurall,0
195761790,14,6818701,Urban Code,URBAN-CODE,Urban_Code,1904,2692,4.24,7.244,99998,Small Urban,0
195761791,14,6820202,Urban Code,URBAN-CODE,Urban_Code,6177,3326,0,0.6,64945,Ogden - Layton,0
195761815,14,6820212,Urban Code,URBAN-CODE,Urban_Code,2013,3346,0,1.628,64945,Ogden - Layton,0
195761816,14,6820213,Urban Code,URBAN-CODE,Urban_Code,6184,3348,0,0.38,64945,Ogden - Layton,0
195761957,14,7170021,Urban Code,URBAN-CODE,Urban_Code,7013,3133,0,0.905,0,Unknown,0
195761958,14,7170066,Urban Code,URBAN-CODE,Urban_Code,7011,3111,0,1.125,0,Unknown,0
195761960,14,7170156,Urban Code,URBAN-CODE,Urban_Code,7020,2715,0,0.817,0,Unknown,0
195761961,14,7170201,Urban Code,URBAN-CODE,Urban_Code,7019,2714,0,0.512,0,Unknown,0
195761962,14,7172001,Urban Code,URBAN-CODE,Urban_Code,7060,2095,0,1.169,0,Unknown,0
195761963,14,7171911,Urban Code,URBAN-CODE,Urban_Code,7054,2147,0,0.992,0,Unknown,0
195761964,14,7171956,Urban Code,URBAN-CODE,Urban_Code,7058,2045,0,0.852,0,Unknown,0
195761694,14,6927400,Urban Code,URBAN-CODE,Urban_Code,7003,2541,0,1.105,99999,Rurall,0
195761695,14,6927379,Urban Code,URBAN-CODE,Urban_Code,7006,2533,0,0.75,99998,Small Urban,0
195761703,14,6820185,Urban Code,URBAN-CODE,Urban_Code,5945,3271,0,2.29,99999,Rurall,0
195761704,14,6820187,Urban Code,URBAN-CODE,Urban_Code,6168,3302,0,2.03,64945,Ogden - Layton,0
195761705,14,6820286,Urban Code,URBAN-CODE,Urban_Code,1787,2156,7.463,11.832,78499,Salt Lake City,0
195761706,14,6820287,Urban Code,URBAN-CODE,Urban_Code,6005,2671,1.872,2.501,99998,Small Urban,0
195761696,14,6818678,Urban Code,URBAN-CODE,Urban_Code,6005,2671,0,1.756,99998,Small Urban,0
195761817,14,6820214,Urban Code,URBAN-CODE,Urban_Code,6185,3350,0,1.158,64945,Ogden - Layton,0
195761818,14,6818738,Urban Code,URBAN-CODE,Urban_Code,1329,0013,23.249,33.135,99999,Rurall,0
195761819,14,6818739,Urban Code,URBAN-CODE,Urban_Code,1330,0014,0,1.891,99998,Small Urban,0
195761820,14,6818740,Urban Code,URBAN-CODE,Urban_Code,1330,0014,1.891,40.995,99999,Rurall,0
195761821,14,6819035,Urban Code,URBAN-CODE,Urban_Code,338,0144,0,2.478,99999,Rurall,0
195761822,14,6820057,Urban Code,URBAN-CODE,Urban_Code,1972,3040,0,4.284,72559,Provo-Orem,0
195761823,14,6820058,Urban Code,URBAN-CODE,Urban_Code,1973,3042,0,2.869,72559,Provo-Orem,0
195761965,14,7170246,Urban Code,URBAN-CODE,Urban_Code,7018,2713,0,2.048,0,Unknown,0
195761966,14,7172226,Urban Code,URBAN-CODE,Urban_Code,7078,2097,0,1.708,0,Unknown,0
195761967,14,7169520,Urban Code,URBAN-CODE,Urban_Code,414,0209,1.795,18.84,78499,Salt Lake City,0
195761969,14,7169519,Urban Code,URBAN-CODE,Urban_Code,414,0209,0,1.795,99999,Rurall,0
195761970,14,7170291,Urban Code,URBAN-CODE,Urban_Code,7021,3455,0,1.778,0,Unknown,0
195761697,14,6818680,Urban Code,URBAN-CODE,Urban_Code,5982,2673,0,1.655,99998,Small Urban,0
195761699,14,6818682,Urban Code,URBAN-CODE,Urban_Code,5962,2675,0,3.488,99998,Small Urban,0
195761700,14,6820181,Urban Code,URBAN-CODE,Urban_Code,6061,3264,0,4.3,99999,Rurall,0
195761701,14,6820183,Urban Code,URBAN-CODE,Urban_Code,2003,3268,0,13.261,99999,Rurall,0
195761702,14,6820184,Urban Code,URBAN-CODE,Urban_Code,5944,3270,0,5.804,99999,Rurall,0
195761825,14,6820059,Urban Code,URBAN-CODE,Urban_Code,6274,3044,0,0.971,72559,Provo-Orem,0
195761826,14,6820060,Urban Code,URBAN-CODE,Urban_Code,6275,3046,0,0.99,72559,Provo-Orem,0
195761827,14,6820061,Urban Code,URBAN-CODE,Urban_Code,6276,3048,0,0.64,72559,Provo-Orem,0
