OBJECTID,Label,Route,Direction,Type_,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,RteDirID,Shape_Length
1302,0089N,0089,N,M,,,327.68,384.36,50,5463,3288.98130525095
1303,0059P,0059,P,M,,,0,0.789,40,315,1593.04512315335
1304,0128P,0128,P,M,,,8.416,11.102,35,1319,5538.97396258096
1305,0165P,0165,P,M,,,5.307,6.29,55,345,2121.91025098126
1306,0031P,0031,P,M,,,46.946,47.746,40,1344,1687.16215528844
1307,0089P,0089,P,M,,,82.355,83.76,45,1384,2855.35473283012
1308,0117P,0117,P,M,,,9.327,11.504,60,331,4553.95858067444
1309,0312P,0312,P,M,,,0,0.573,,368,1255.16661081819
1310,0021P,0021,P,M,,,107.004,107.143,35,305,285.828977261544
1311,0024P,0024,P,M,,,112.513,115.405,55,1340,5946.61555456069
1312,0081P,0081,P,M,,,0,1.733,45,1378,3771.74021203012
1313,0215N,0215,N,M,,,21.439,28.928,70,6665,15379.5598025681
1314,0039P,0039,P,M,,,13.83,17.579,55,1349,8035.77345850971
1315,0070P,0070,P,M,,,17.978,21.407,70,1370,7076.27299661727
1316,0012P,0012,P,M,,,58.448,58.832,40,1328,785.667843663774
1317,0118P,0118,P,M,,,16.346,24.137,65,1403,16146.4352360742
1318,0157P,0157,P,M,,,1.455,2.058,35,1428,1259.21433189227
1319,0087P,0087,P,M,,,0.692,1.49,50,323,1679.66241371763
1320,0113P,0113,P,M,,,3.314,4.74,35,1400,3019.1612601013
1321,0276P,0276,P,M,,,63.911,70.983,45,1283,14298.592186883
1322,0121P,0121,P,M,,,9.839,10.294,35,1405,961.491480118969
1323,0046P,0046,P,M,,,0,8.625,55,1355,17688.3953267739
1324,0078P,0078,P,M,,,9.099,9.418,35,320,674.364282941236
1325,0198P,0198,P,M,,,11.5,13.661,40,408,4585.0379716512
1326,0006P,0006,P,M,,,247.431,248.266,45,1332,1745.58481933911
1327,0024P,0024,P,M,,,67.741,69.049,30,1340,2690.53999877034
1328,0070N,0070,N,M,,,22.762,68.304,80,6662,188566.420796694
1329,0154P,0154,P,M,,,24.004,24.319,50,1426,635.949505463465
1330,0089P,0089,P,M,,,374.541,377.947,35,1384,7315.56042225287
1331,0104P,0104,P,M,,,0.526,1.162,50,1393,1369.50031761171
1332,0262P,0262,P,M,,,22.407,22.605,35,361,410.156138687462
1333,0144P,0144,P,M,,,0,1.975,30,338,4183.06593656864
1334,0089P,0089,P,M,,,179.383,181.249,65,1384,3855.54933950165
1335,0059P,0059,P,M,,,19.22,20.629,55,315,2865.32975912147
1336,0191P,0191,P,M,,,126.44,128.881,45,350,5027.83848032677
1337,0006P,0006,P,M,,,87.709,89.676,30,1332,4110.23646403166
1338,0132P,0132,P,M,,,46.895,48.085,35,1411,2504.98321519525
1339,0189P,0189,P,M,,,3.513,4.437,45,403,1959.3681494556
1340,0032P,0032,P,M,,,0,9.696,55,1345,20510.9732082586
1341,0024P,0024,P,M,,,9.617,10.41,40,1340,1651.89862221996
1342,0015P,0015,P,M,,,256.334,345.763,70,1333,190079.56291655
1343,0064P,0064,P,M,,,1.94,2.015,45,1366,159.06418753714
1344,0091P,0091,P,M,,,0,2.673,55,324,5806.90247266005
1345,0010P,0010,P,M,,,12.179,12.99,35,1327,1676.67620544353
1346,0318P,0318,P,M,,,2.214,2.214,30,447,0
1347,0191P,0191,P,M,,,293.98,294.519,40,350,1140.39305478105
1348,0012P,0012,P,M,,,14.389,16.342,35,1328,3997.62968614083
1349,0089P,0089,P,M,,,279.232,283.14,65,1384,8192.42671816505
1350,0092P,0092,P,M,,,3.22,5.219,50,1386,4228.69416347106
1351,0228P,0228,P,M,,,0,1.821,35,423,3660.98857232456
1352,0040P,0040,P,M,,,87.951,104.569,65,310,35066.1166771781
1353,0132P,0132,P,M,,,59.629,63.132,65,1411,7344.56222582204
1354,0191P,0191,P,M,,,40.182,41.34,55,350,2348.9673802029
1355,0124P,0124,P,M,,,0,7.328,55,333,15334.3195940195
1356,0171P,0171,P,M,,,5.589,8.099,40,346,5305.57996834218
1357,0089P,0089,P,M,,,71.529,77.648,65,1384,12389.284886755
1358,0118P,0118,P,M,,,6.054,6.547,30,1403,1019.00611566787
1359,0304P,0304,P,M,,,0,0.086,,1288,201.382099511489
1360,0018N,0018,N,M,,,3.6,4.179,,7197,1187.72241931917
1361,0029P,0029,P,M,,,18.334,19.898,50,307,3256.33157919056
1362,0080N,0080,N,M,,,114.534,118.247,70,6663,8083.69307619048
1363,0215N,0215,N,M,,,0,5.975,65,6665,12753.6417175377
1364,0039P,0039,P,M,,,5.784,6.438,40,1349,1401.80603172988
1365,0068P,0068,P,M,,,67.365,68.244,45,1368,1926.84159929668
1366,0013P,0013,P,M,,,2.652,3.335,40,1329,1470.74512761634
1367,0162P,0162,P,M,,,12.457,13.923,45,344,2975.90997985039
1368,0084P,0084,P,M,,,81.276,82.446,70,1381,2488.33196398098
1369,0107P,0107,P,M,,,0,1.502,40,328,3207.23526788665
1370,0273P,0273,P,M,,,2.632,3.084,40,258,957.417042879572
1371,0145P,0145,P,M,,,0,5.633,50,1419,11910.5566873104
1372,0045P,0045,P,M,,,38.316,40.028,35,1354,3657.84682294491
1373,0072P,0072,P,M,,,19.744,21.31,30,1371,3240.80329689086
1374,0198P,0198,P,M,,,0.891,2.916,55,408,4264.12074468319
1375,0006P,0006,P,M,,,250.768,300.359,65,1332,103372.660116323
1376,0009P,0009,P,M,,,8.382,8.998,40,1326,1242.1607480141
1377,0024P,0024,P,M,,,60.812,61.189,50,1340,776.93360266253
1378,0017P,0017,P,M,,,0,2.753,50,1335,5582.30630854766
1379,0062P,0062,P,M,,,38.646,42.833,60,1365,8646.81390238369
1380,089AP,089A,P,M,,,2.455,2.847,35,301,800.079717981179
1381,0071P,0071,P,M,,,3.919,4.524,45,318,1280.94975942071
1382,0082P,0082,P,M,,,2.812,3.178,45,1379,804.431402615549
1383,0218P,0218,P,M,,,4.696,7.052,55,356,5074.98464981517
1384,0039P,0039,P,M,,,13.285,13.83,45,1349,1165.68022141869
1385,0071P,0071,P,M,,,0,2.963,40,318,6300.43816517468
1386,0158P,0158,P,M,,,3.475,3.884,50,1429,872.356066031797
1387,0086P,0086,P,M,,,0,1.798,55,1382,3827.09033122091
1388,0111P,0111,P,M,,,8.476,8.906,45,1398,916.257149479152
1389,0275P,0275,P,M,,,0,3.818,45,363,7772.77790602941
1390,0118P,0118,P,M,,,9.109,10.18,55,1403,2227.19010954136
1391,0048P,0048,P,M,,,2.579,3.464,50,312,1887.84182655157
1392,0077P,0077,P,M,,,2.162,4.03,45,1375,3947.73404759151
1393,0198P,0198,P,M,,,6.521,7.748,55,408,2573.29660747974
1394,0006P,0006,P,M,,,233.672,241.807,65,1332,17044.3343042738
1395,0023P,0023,P,M,,,6.645,7.86,35,1339,2617.93111207433
1396,0070N,0070,N,M,,,21.465,22.762,70,6662,5367.97439111318
1397,0154P,0154,P,M,,,11.483,19.19,55,1426,16382.5749981702
1398,0089P,0089,P,M,,,349.469,363.822,45,1384,10301.2029027431
1399,0101P,0101,P,M,,,14.301,20.229,40,1391,12744.9302814905
1400,0261P,0261,P,M,,,9.682,32.691,55,256,46723.7904479983
1401,0138P,0138,P,M,,,12.88,13.406,50,1414,1112.47171489363
1402,0089P,0089,P,M,,,163.901,165.02,40,1384,2305.36895772346
1403,0056P,0056,P,M,,,0,25.026,65,314,50913.0708999078
1404,0131P,0131,P,M,,,0,3.047,35,5317,3286.22091113491
1405,0189N,0189,N,M,,,14.547,15.444,,349,1980.4404941981
1406,0031P,0031,P,M,,,18.308,28.394,40,1344,21119.2656126724
1407,0015N,0015,N,M,,,138.834,141.603,80,6661,5714.23240177391
1408,0089P,0089,P,M,,,470.377,472.526,40,1384,4583.27715796586
1409,0010P,0010,P,M,,,37.701,38.652,35,1327,1973.54545696986
1410,0317P,0317,P,M,,,0,1.62,,1290,3383.52061580504
1411,0191P,0191,P,M,,,377.52,382.907,60,350,11514.8315895798
1412,0010P,0010,P,M,,,47.762,48.389,45,1327,1308.7858787264
1413,0022P,0022,P,M,,,0,2.082,45,1338,4273.06821300264
1414,0089P,0089,P,M,,,261.222,261.823,45,1384,1255.84197796199
1415,0099P,0099,P,M,,,2.027,3.508,30,1390,3070.28957914648
1416,0248P,0248,P,M,,,3.434,3.694,55,1279,551.957571593171
1417,0040N,0040,N,M,,,3.385,13.033,65,1350,20566.5850490581
1418,0190P,0190,P,M,,,15.448,16.05,35,404,1250.7930287831
1419,0126P,0126,P,M,,,16.435,20.536,55,1409,8840.57762062404
1420,0165P,0165,P,M,,,8.574,10.099,55,345,3297.12242815297
1421,0083P,0083,P,M,,,17.928,18.971,55,1380,2250.55798540571
1422,0115P,0115,P,M,,,3.934,5.635,55,1401,3576.80029107458
1423,0309P,0309,P,M,,,0,0.357,,443,742.693894886152
1424,0025P,0025,P,M,,,0,7.004,55,306,14418.4953078029
1425,0080N,0080,N,M,,,118.247,123.698,65,6663,5772.29820844591
1426,0215P,0215,P,M,,,0,2.424,65,418,5152.75417204893
1427,0036P,0036,P,M,,,53.232,55.831,35,1347,5499.37967187737
1428,0070P,0070,P,M,,,5.543,7.941,65,1370,4952.83764138081
1429,0014P,0014,P,M,,,0,0.729,30,1330,1479.64988492757
1430,0155P,0155,P,M,,,3.877,8.531,35,1427,9725.65132448698
1431,0089P,0089,P,M,,,327.69,328.631,30,1384,1990.99959195353
1432,0101P,0101,P,M,,,4.869,6.043,40,1391,2523.96247321818
1433,0271P,0271,P,M,,,0,3.391,55,432,6839.89967912716
1434,0142P,0142,P,M,,,0,4.582,55,1417,9893.19585747729
1435,0050P,0050,P,M,,,131.552,157.261,65,1356,53441.6226140239
1436,0073P,0073,P,M,,,24.894,25.798,50,1372,1908.7104465951
1437,0198P,0198,P,M,,,7.748,9.621,40,408,3935.36679915941
1438,0007P,0007,P,M,,,18.006,18.299,55,6516,594.39155062023
1439,0024P,0024,P,M,,,55.038,55.911,35,1340,1801.06972940348
1440,0015N,0015,N,M,,,12.511,18.224,75,6661,11495.331517845
1441,0068P,0068,P,M,,,1.705,11.647,65,1368,20989.4135157107
1442,0491P,0491,P,M,,,0.394,1.158,40,1291,1560.38115095788
1443,0072P,0072,P,M,,,0,0.431,40,1371,895.920482510625
1444,0154P,0154,P,M,,,0,0.644,40,1426,1366.65149458215
1445,0089P,0089,P,M,,,190.236,225.484,60,1384,3299.86871079337
1446,0099P,0099,P,M,,,0,0.689,50,1390,1406.09452262014
1447,0252P,0252,P,M,,,0,1.209,55,5943,2644.19961254347
1448,0040P,0040,P,M,,,145.169,148.71,45,310,7539.82959839479
1449,0132P,0132,P,M,,,54.238,54.957,40,1411,1507.27147559738
1450,0191P,0191,P,M,,,52.779,53.326,60,350,1114.46680044679
1451,0089P,0089,P,M,,,117.226,130.354,65,1384,26841.4158570926
1452,0055P,0055,P,M,,,2.486,2.942,45,1360,920.679780741499
1453,0129P,0129,P,M,,,3.038,4.744,40,7008,3631.33918972235
1454,0189P,0189,P,M,,,4.437,8.274,50,403,8122.5809219436
1455,0035P,0035,P,M,,,0,1.315,35,1346,2774.97269696231
1456,0115P,0115,P,M,,,2.583,3.934,45,1401,2850.16951042922
1457,0298P,0298,P,M,,,0,0.9,,366,2144.8588950343
1458,0018P,0018,P,M,,,20.779,34.353,65,304,27525.5756218092
1459,0030P,0030,P,M,,,98.027,107.36,60,1343,20207.3004440625
1460,0224P,0224,P,M,,,0,1.156,15,357,2490.37724080312
1461,0040P,0040,P,M,,,18.734,34.726,60,310,33874.8860090813
